600
300
629
1,202
2,156
3,122
4,24
5,221
6,125
7,265
8,99
9,292
10,141
11,39
12,1
13,298
14,275
15,50
16,255
17,267
18,105
19,141
20,87
21,113
22,206
23,38
24,54
25,201
26,160
27,116
28,179
29,266
30,139
31,186
32,29
33,46
34,233
35,245
36,235
37,115
38,109
39,157
40,268
41,10
42,76
43,1
44,36
45,287
46,74
47,180
48,183
49,209
50,298
51,110
52,11
53,98
54,75
55,171
56,125
57,69
58,269
59,181
60,73
61,35
62,261
63,118
64,129
65,236
66,258
67,105
68,262
69,34
70,191
71,68
72,156
73,278
74,185
75,3
76,167
77,177
78,273
79,256
80,124
81,259
82,67
83,210
84,150
85,7
86,242
87,74
88,44
89,233
90,169
91,120
92,263
93,188
94,13
95,218
96,238
97,206
98,64
99,66
100,95
101,232
102,57
103,270
104,105
105,130
106,5
107,59
108,239
109,167
110,173
111,23
112,143
113,289
114,203
115,28
116,241
117,16
118,100
119,107
120,191
121,257
122,93
123,183
124,69
125,48
126,264
127,8
128,285
129,213
130,258
131,275
132,153
133,60
134,265
135,55
136,232
137,77
138,248
139,263
140,298
141,186
142,73
143,157
144,51
145,49
146,118
147,217
148,107
149,252
150,239
151,239
152,211
153,211
154,68
155,191
156,252
157,75
158,73
159,37
160,202
161,106
162,229
163,190
164,132
165,297
166,296
167,279
168,234
169,218
170,67
171,293
172,269
173,11
174,89
175,283
176,3
177,17
178,89
179,122
180,110
181,14
182,32
183,31
184,290
185,103
186,195
187,126
188,133
189,288
190,213
191,107
192,234
193,44
194,293
195,173
196,241
197,187
198,128
199,217
200,100
201,175
202,66
203,35
204,35
205,253
206,23
207,43
208,152
209,222
210,222
211,282
212,260
213,150
214,133
215,232
216,69
217,152
218,163
219,222
220,295
221,24
222,170
223,260
224,9
225,100
226,109
227,144
228,288
229,66
230,48
231,78
232,200
233,280
234,83
235,170
236,284
237,191
238,141
239,197
240,266
241,135
242,219
243,86
244,6
245,216
246,225
247,161
248,193
249,167
250,4
251,169
252,143
253,71
254,233
255,234
256,192
257,158
258,227
259,163
260,112
261,115
262,169
263,131
264,134
265,40
266,121
267,128
268,103
269,180
270,107
271,253
272,75
273,134
274,97
275,281
276,201
277,247
278,289
279,154
280,228
281,47
282,10
283,262
284,108
285,250
286,178
287,4
288,12
289,44
290,143
291,149
292,101
293,226
294,142
295,114
296,155
297,260
298,137
299,186
300,283
301,124
302,124
303,130
304,65
305,282
306,107
307,253
308,285
309,145
310,255
311,141
312,166
313,235
314,124
315,181
316,200
317,270
318,107
319,80
320,22
321,163
322,16
323,288
324,157
325,40
326,88
327,201
328,20
329,241
330,229
331,241
332,21
333,214
334,289
335,75
336,58
337,63
338,129
339,228
340,162
341,272
342,207
343,188
344,161
345,32
346,183
347,108
348,300
349,64
350,31
351,283
352,174
353,196
354,81
355,140
356,296
357,296
358,271
359,127
360,110
361,79
362,44
363,224
364,225
365,180
366,166
367,84
368,115
369,26
370,241
371,91
372,168
373,31
374,60
375,148
376,62
377,146
378,96
379,125
380,110
381,285
382,89
383,208
384,178
385,252
386,47
387,20
388,42
389,92
390,15
391,165
392,45
393,121
394,61
395,117
396,208
397,280
398,94
399,27
400,147
401,247
402,217
403,190
404,186
405,210
406,206
407,275
408,38
409,268
410,197
411,296
412,246
413,249
414,28
415,13
416,33
417,116
418,171
419,72
420,215
421,74
422,276
423,112
424,71
425,186
426,139
427,181
428,176
429,30
430,120
431,295
432,223
433,28
434,51
435,71
436,146
437,258
438,164
439,92
440,265
441,270
442,129
443,19
444,151
445,66
446,254
447,140
448,185
449,186
450,187
451,52
452,213
453,222
454,57
455,46
456,118
457,286
458,16
459,182
460,256
461,111
462,94
463,273
464,199
465,101
466,263
467,211
468,226
469,257
470,151
471,71
472,271
473,161
474,128
475,138
476,220
477,56
478,27
479,273
480,276
481,104
482,72
483,198
484,295
485,286
486,272
487,258
488,254
489,7
490,212
491,280
492,93
493,53
494,105
495,41
496,25
497,230
498,8
499,102
500,34
501,196
502,299
503,224
504,274
505,155
506,153
507,58
508,32
509,244
510,150
511,118
512,242
513,240
514,238
515,122
516,287
517,291
518,18
519,256
520,280
521,277
522,188
523,88
524,26
525,219
526,33
527,159
528,282
529,42
530,120
531,205
532,129
533,85
534,12
535,20
536,168
537,216
538,123
539,66
540,285
541,174
542,16
543,296
544,90
545,184
546,197
547,97
548,22
549,268
550,218
551,277
552,165
553,276
554,70
555,204
556,81
557,251
558,41
559,204
560,71
561,106
562,9
563,50
564,266
565,71
566,231
567,172
568,94
569,78
570,85
571,237
572,89
573,160
574,189
575,26
576,208
577,194
578,14
579,34
580,136
581,88
582,67
583,243
584,2
585,60
586,145
587,119
588,27
589,40
590,10
591,177
592,269
593,220
594,172
595,149
596,104
597,294
598,82
599,158
600,90
1,2
1,3
1,4
1,5
1,6
1,53
1,109
1,472
1,539
2,8
2,14
3,7
3,16
3,24
3,36
3,172
3,338
4,19
4,55
4,304
5,10
5,28
5,31
5,35
5,116
5,121
5,299
6,11
6,25
6,43
6,407
6,575
7,9
7,12
7,58
7,263
7,292
7,530
8,15
8,77
8,82
8,83
8,324
9,17
9,62
9,102
9,528
10,256
10,290
11,13
11,20
11,23
11,200
11,202
11,204
11,405
12,41
12,59
12,182
12,183
12,283
12,375
12,559
13,18
13,33
13,52
13,112
13,230
13,513
13,547
14,26
14,51
14,129
14,317
14,373
14,534
15,21
15,38
15,40
15,87
15,303
15,331
16,22
16,30
16,32
16,65
16,148
16,187
16,274
16,442
16,529
17,173
18,85
18,120
20,152
20,209
21,34
21,151
22,45
22,133
22,160
22,358
22,415
23,60
23,78
24,29
24,76
25,419
26,27
26,37
26,47
26,111
26,214
26,218
27,64
27,252
27,262
29,146
29,284
30,49
30,71
30,104
31,86
31,154
31,577
32,56
32,80
33,255
33,480
34,57
34,114
34,115
34,239
35,48
35,50
35,166
36,39
36,46
36,75
37,63
37,69
37,97
37,131
37,194
37,400
38,68
38,91
38,221
38,392
38,550
39,42
39,44
39,95
39,169
39,354
39,408
40,313
41,61
41,70
43,74
43,186
43,231
43,276
44,106
44,363
44,426
45,66
45,96
45,139
45,174
45,308
46,89
46,475
48,79
49,124
49,164
49,553
50,155
50,314
51,84
51,199
51,431
52,54
53,90
53,127
53,149
53,278
53,545
54,94
54,119
54,140
54,204
54,224
54,227
54,266
56,92
56,138
56,142
56,289
56,370
58,73
59,100
59,136
59,171
60,117
61,244
61,253
62,67
62,125
62,217
63,130
63,207
63,387
64,219
64,342
65,144
66,153
67,72
67,81
67,180
68,107
68,501
68,549
68,578
69,271
69,403
71,246
72,93
72,249
72,404
73,141
74,472
75,98
75,205
76,156
76,233
76,280
77,105
77,145
77,302
77,546
78,192
78,216
79,166
79,277
79,598
80,88
80,134
81,328
81,406
82,108
82,122
82,250
83,143
83,288
83,544
84,307
85,126
85,368
