300
270
330
1,138
2,112
3,89
4,219
5,158
6,197
7,159
8,3
9,233
10,215
11,203
12,191
13,195
14,194
15,54
16,5
17,136
18,73
19,188
20,55
21,47
22,103
23,195
24,88
25,157
26,230
27,7
28,164
29,238
30,27
31,154
32,192
33,74
34,228
35,126
36,232
37,111
38,46
39,170
40,127
41,10
42,212
43,174
44,167
45,17
46,96
47,269
48,35
49,100
50,265
51,58
52,15
53,64
54,210
55,236
56,233
57,69
58,137
59,181
60,175
61,190
62,264
63,132
64,187
65,87
66,122
67,33
68,112
69,150
70,81
71,223
72,63
73,118
74,131
75,120
76,166
77,82
78,59
79,229
80,124
81,149
82,142
83,115
84,53
85,101
86,251
87,9
88,182
89,110
90,204
91,232
92,141
93,40
94,98
95,26
96,256
97,243
98,244
99,91
100,76
101,139
102,90
103,186
104,180
105,173
106,49
107,14
108,152
109,23
110,116
111,250
112,133
113,50
114,223
115,211
116,83
117,267
118,198
119,189
120,260
121,121
122,19
123,205
124,205
125,165
126,2
127,31
128,70
129,255
130,119
131,77
132,67
133,183
134,202
135,8
136,42
137,81
138,4
139,41
140,226
141,99
142,258
143,114
144,263
145,254
146,247
147,24
148,217
149,146
150,262
151,213
152,37
153,80
154,161
155,32
156,108
157,177
158,237
159,182
160,86
161,185
162,123
163,47
164,261
165,169
166,65
167,93
168,260
169,171
170,22
171,220
172,129
173,106
174,156
175,56
176,39
177,6
178,172
179,66
180,10
181,268
182,143
183,133
184,270
185,145
186,68
187,245
188,97
189,196
190,188
191,160
192,242
193,11
194,60
195,51
196,178
197,193
198,1
199,176
200,29
201,34
202,72
203,235
204,179
205,147
206,266
207,115
208,38
209,44
210,126
211,113
212,25
213,189
214,16
215,160
216,52
217,227
218,153
219,216
220,241
221,155
222,58
223,8
224,34
225,246
226,85
227,134
228,117
229,148
230,199
231,75
232,214
233,57
234,13
235,95
236,200
237,79
238,104
239,264
240,28
241,221
242,218
243,201
244,234
245,151
246,175
247,207
248,68
249,140
250,125
251,240
252,224
253,206
254,43
255,12
256,107
257,144
258,48
259,239
260,257
261,105
262,84
263,259
264,222
265,253
266,61
267,135
268,94
269,44
270,249
271,20
272,130
273,162
274,231
275,68
276,209
277,71
278,248
279,109
280,79
281,36
282,78
283,128
284,252
285,168
286,30
287,45
288,163
289,208
290,92
291,225
292,62
293,102
294,159
295,184
296,128
297,18
298,26
299,21
300,30
1,196
2,236
3,141
3,169
3,209
3,254
4,83
4,214
4,238
4,250
5,212
6,163
7,159
7,288
8,227
9,197
10,12
10,69
11,107
11,266
12,155
13,23
13,131
13,177
13,215
14,79
15,126
15,267
16,27
16,61
17,71
17,77
18,198
18,268
18,272
19,209
20,278
21,183
21,242
21,281
22,174
23,187
24,67
24,121
25,58
25,61
25,120
25,189
25,229
26,117
27,51
27,162
27,198
28,44
29,91
29,192
29,271
30,232
31,102
31,233
31,241
31,300
32,148
33,135
33,242
34,61
34,69
35,285
36,62
36,142
36,173
36,245
37,294
38,70
38,100
38,265
39,102
40,240
41,283
41,299
42,245
43,285
44,47
44,125
44,163
44,269
45,87
45,171
45,202
46,82
46,275
46,291
47,135
48,228
49,84
49,103
50,90
50,97
50,230
52,89
52,162
53,147
53,175
54,226
55,286
56,289
56,290
57,219
58,110
59,280
60,252
60,294
61,63
61,287
61,294
63,99
63,156
63,245
63,271
64,65
65,87
65,195
65,236
66,67
66,72
66,136
67,123
67,171
68,244
68,252
70,259
71,143
71,151
71,170
72,162
72,240
72,286
73,110
74,111
74,210
75,158
76,237
77,85
77,217
77,227
78,265
79,85
79,260
80,216
81,228
82,128
82,132
85,93
85,156
85,191
85,286
86,141
86,153
87,99
87,133
87,257
87,266
87,274
88,106
88,252
89,99
89,208
89,212
90,133
90,145
90,225
90,228
90,278
92,242
93,174
93,185
93,262
94,109
95,182
96,259
97,116
97,125
98,144
98,264
99,104
99,178
99,215
99,284
101,126
102,193
102,239
102,253
103,186
104,124
105,215
108,176
109,245
110,196
110,231
111,143
111,221
112,195
112,202
112,256
113,221
113,227
114,118
115,294
116,160
116,178
117,134
117,243
117,286
118,146
118,187
119,172
122,162
124,158
124,199
124,249
126,208
127,167
128,137
128,172
128,212
128,257
128,289
129,271
130,216
130,265
133,216
133,263
136,232
138,183
138,298
139,161
140,154
143,146
143,204
143,238
143,248
143,300
144,149
144,181
144,296
147,186
147,224
147,294
148,182
150,242
150,289
151,261
152,178
153,166
153,183
154,266
156,210
157,271
157,286
160,288
161,211
161,217
163,259
163,288
164,186
164,268
165,243
167,196
168,173
169,279
171,179
171,246
172,277
175,218
175,293
176,190
176,277
178,196
180,239
181,229
181,268
182,252
182,285
182,294
183,205
184,256
188,200
188,209
188,282
193,255
193,258
194,280
195,234
197,243
201,266
202,268
203,209
203,247
205,237
206,242
207,261
209,245
212,270
212,272
213,228
213,231
217,276
219,276
220,281
222,254
223,259
224,276
224,292
226,284
228,246
232,298
235,248
238,271
242,271
244,251
244,261
245,299
257,297
259,264
259,281
261,262
266,273
271,275
280,286
293,295
